0.0000 1.0000
1.0000 0.8746
2.0000 0.7552
3.0000 0.6440
4.0000 0.5424
5.0000 0.4514
6.0000 0.3713
7.0000 0.3020
8.0000 0.2430
9.0000 0.1934
10.0000 0.1524
11.0000 0.1189
12.0000 0.0919
13.0000 0.0704
14.0000 0.0534
15.0000 0.0402
16.0000 0.0300
17.0000 0.0222
18.0000 0.0163
19.0000 0.0119
20.0000 0.0086
21.0000 0.0062
22.0000 0.0044
23.0000 0.0032
24.0000 0.0022
25.0000 0.0016
26.0000 0.0011
27.0000 0.0008
28.0000 0.0005
29.0000 0.0004
30.0000 0.0002
31.0000 0.0002
32.0000 0.0001
33.0000 0.0001
34.0000 0.0001
35.0000 0.0000
36.0000 0.0000
37.0000 0.0000
38.0000 0.0000
39.0000 0.0000
40.0000 0.0000
41.0000 0.0000
42.0000 0.0000
43.0000 0.0000
44.0000 0.0000
45.0000 0.0000
46.0000 0.0000
47.0000 0.0000
48.0000 0.0000
49.0000 0.0000
50.0000 0.0000
51.0000 0.0000
52.0000 0.0000
53.0000 0.0000
54.0000 0.0000
55.0000 0.0000
56.0000 0.0000
57.0000 0.0000
58.0000 0.0000
59.0000 0.0000
60.0000 0.0000
61.0000 0.0000
62.0000 0.0000
63.0000 0.0000
64.0000 0.0000
65.0000 0.0000
66.0000 0.0000
67.0000 0.0000
68.0000 0.0000
69.0000 0.0000
70.0000 0.0000
71.0000 0.0000
72.0000 0.0000
73.0000 0.0000
74.0000 0.0000
75.0000 0.0000
76.0000 0.0000
77.0000 0.0000
78.0000 0.0000
79.0000 0.0000
80.0000 0.0000
81.0000 0.0000
82.0000 0.0000
83.0000 0.0000
84.0000 0.0000
85.0000 0.0000
86.0000 0.0000
87.0000 0.0000
88.0000 0.0000
89.0000 0.0000
90.0000 0.0000
91.0000 0.0000
92.0000 0.0000
93.0000 0.0000
94.0000 0.0000
95.0000 0.0000
96.0000 0.0000
97.0000 0.0000
98.0000 0.0000
99.0000 0.0000
100.0000 0.0000
0.0000 1.0000
1.0000 0.9437
2.0000 0.8879
3.0000 0.8329
4.0000 0.7790
5.0000 0.7264
6.0000 0.6753
7.0000 0.6259
8.0000 0.5783
9.0000 0.5327
10.0000 0.4892
11.0000 0.4479
12.0000 0.4088
13.0000 0.3720
14.0000 0.3374
15.0000 0.3052
16.0000 0.2752
17.0000 0.2473
18.0000 0.2217
19.0000 0.1980
20.0000 0.1764
21.0000 0.1567
22.0000 0.1387
23.0000 0.1225
24.0000 0.1078
25.0000 0.0946
26.0000 0.0828
27.0000 0.0723
28.0000 0.0629
29.0000 0.0545
30.0000 0.0472
