0.0000 1.0000
1.0000 0.6328
2.0000 0.3486
3.0000 0.1687
4.0000 0.0727
5.0000 0.0282
6.0000 0.0100
7.0000 0.0033
8.0000 0.0010
9.0000 0.0003
10.0000 0.0001
11.0000 0.0000
12.0000 0.0000
13.0000 0.0000
14.0000 0.0000
15.0000 0.0000
16.0000 0.0000
17.0000 0.0000
18.0000 0.0000
19.0000 0.0000
20.0000 0.0000
21.0000 0.0000
22.0000 0.0000
23.0000 0.0000
24.0000 0.0000
25.0000 0.0000
26.0000 0.0000
27.0000 0.0000
28.0000 0.0000
29.0000 0.0000
30.0000 0.0000
31.0000 0.0000
32.0000 0.0000
33.0000 0.0000
34.0000 0.0000
35.0000 0.0000
36.0000 0.0000
37.0000 0.0000
38.0000 0.0000
39.0000 0.0000
40.0000 0.0000
41.0000 0.0000
42.0000 0.0000
43.0000 0.0000
44.0000 0.0000
45.0000 0.0000
46.0000 0.0000
47.0000 0.0000
48.0000 0.0000
49.0000 0.0000
50.0000 0.0000
51.0000 0.0000
52.0000 0.0000
53.0000 0.0000
54.0000 0.0000
55.0000 0.0000
56.0000 0.0000
57.0000 0.0000
58.0000 0.0000
59.0000 0.0000
60.0000 0.0000
61.0000 0.0000
62.0000 0.0000
63.0000 0.0000
64.0000 0.0000
65.0000 0.0000
66.0000 0.0000
67.0000 0.0000
68.0000 0.0000
69.0000 0.0000
70.0000 0.0000
71.0000 0.0000
72.0000 0.0000
73.0000 0.0000
74.0000 0.0000
75.0000 0.0000
76.0000 0.0000
77.0000 0.0000
78.0000 0.0000
79.0000 0.0000
80.0000 0.0000
81.0000 0.0000
82.0000 0.0000
83.0000 0.0000
84.0000 0.0000
85.0000 0.0000
86.0000 0.0000
87.0000 0.0000
88.0000 0.0000
89.0000 0.0000
90.0000 0.0000
91.0000 0.0000
92.0000 0.0000
93.0000 0.0000
94.0000 0.0000
95.0000 0.0000
96.0000 0.0000
97.0000 0.0000
98.0000 0.0000
99.0000 0.0000
100.0000 0.0000
0.0000 1.0000
1.0000 0.8317
2.0000 0.6717
3.0000 0.5261
4.0000 0.3994
5.0000 0.2937
6.0000 0.2092
7.0000 0.1442
8.0000 0.0963
9.0000 0.0623
10.0000 0.0391
11.0000 0.0237
12.0000 0.0140
13.0000 0.0080
14.0000 0.0044
15.0000 0.0024
16.0000 0.0013
17.0000 0.0006
18.0000 0.0003
19.0000 0.0002
20.0000 0.0001
21.0000 0.0000
22.0000 0.0000
23.0000 0.0000
24.0000 0.0000
25.0000 0.0000
26.0000 0.0000
27.0000 0.0000
28.0000 0.0000
29.0000 0.0000
30.0000 0.0000
31.0000 0.0000
32.0000 0.0000
33.0000 0.0000
34.0000 0.0000
35.0000 0.0000
36.0000 0.0000
37.0000 0.0000
38.0000 0.0000
39.0000 0.0000
40.0000 0.0000
41.0000 0.0000
42.0000 0.0000
43.0000 0.0000
44.0000 0.0000
45.0000 0.0000
46.0000 0.0000
47.0000 0.0000
48.0000 0.0000
49.0000 0.0000
50.0000 0.0000
51.0000 0.0000
52.0000 0.0000
53.0000 0.0000
54.0000 0.0000
55.0000 0.0000
56.0000 0.0000
57.0000 0.0000
58.0000 0.0000
59.0000 0.0000
60.0000 0.0000
61.0000 0.0000
62.0000 0.0000
63.0000 0.0000
64.0000 0.0000
65.0000 0.0000
66.0000 0.0000
67.0000 0.0000
68.0000 0.0000
69.0000 0.0000
70.0000 0.0000
71.0000 0.0000
72.0000 0.0000
73.0000 0.0000
74.0000 0.0000
75.0000 0.0000
76.0000 0.0000
77.0000 0.0000
78.0000 0.0000
79.0000 0.0000
80.0000 0.0000
81.0000 0.0000
82.0000 0.0000
83.0000 0.0000
84.0000 0.0000
85.0000 0.0000
86.0000 0.0000
87.0000 0.0000
88.0000 0.0000
89.0000 0.0000
90.0000 0.0000
91.0000 0.0000
92.0000 0.0000
93.0000 0.0000
94.0000 0.0000
95.0000 0.0000
96.0000 0.0000
97.0000 0.0000
98.0000 0.0000
99.0000 0.0000
100.0000 0.0000
0.0000 1.0000
1.0000 0.9244
2.0000 0.8495
3.0000 0.7761
4.0000 0.7047
5.0000 0.6358
6.0000 0.5701
7.0000 0.5078
8.0000 0.4494
9.0000 0.3950
10.0000 0.3449
11.0000 0.2991
12.0000 0.2576
13.0000 0.2203
14.0000 0.1871
15.0000 0.1578
16.0000 0.1321
17.0000 0.1098
18.0000 0.0906
19.0000 0.0742
20.0000 0.0604
21.0000 0.0488
22.0000 0.0391
23.0000 0.0311
24.0000 0.0246
25.0000 0.0193
26.0000 0.0150
27.0000 0.0116
28.0000 0.0089
29.0000 0.0068
30.0000 0.0051
31.0000 0.0038
32.0000 0.0029
33.0000 0.0021
34.0000 0.0016
35.0000 0.0011
36.0000 0.0008
37.0000 0.0006
38.0000 0.0004
39.0000 0.0003
40.0000 0.0002
